Message_id,Person Who Felt the Emotion,Gender,Cause
s3549_bolly,Thakur Saheb,Male,having an illicit relationship
s3550_bolly,omen,,being a bad omen
s3551_bolly,omen,,being a bad omen
s3552_bolly,protagonist,female,bringing shame to family by not marrying
s3553_bolly,visitor,likely male,not participating in local customs
s3554_bolly,husbands,Male,burping in front of wives
s3555_bolly,Suraj,Male,behaving inappropriately
s3556_bolly,character being addressed,likely male,past embarrassing incidents
s3557_bolly,Mr Rajan,Male,gambling
s3558_bolly,Anna,Male,Drinking alcohol
s3559_bolly,boozer,Male,excessive drinking
s3560_bolly,girl's parent,,sending young daughter to fetch liquor
s3561_bolly,accuser,male,infidelity
s3562_bolly,woman,female,alleged illicit relationship
s3563_bolly,corrupt police officer,Male,corruption
s3564_bolly,lawyer,male,misuse of law for personal gain
s3565_bolly,Nimmo,Female,Being used as a bargaining chip
s3566_bolly,Kung-fu Chameli,Female,being a small-time crook
s3567_bolly,unidentified character,,inappropriate behavior
s3568_bolly,young girls,female,being bold and shameless
s3569_bolly,speaker,likely male,inability to speak English
s3570_bolly,nephew,Male,being beaten up in public
s3571_bolly,boy,Male,behaving indecently with a buffalo
s3572_bolly,buffalo,Female,being used for sensationalism
s3573_bolly,ISRO,,lagging behind in space technology
s3574_bolly,mother,female,being overweight
s3575_bolly,college student,Male,failing in a subject
s3576_bolly,character being addressed,likely male,tardiness or lack of punctuality
s3577_bolly,restaurant staff,likely male,dishonesty and deceit
s3578_bolly,Mr Hussain,Male,expressing sexual desire at an old age
s3579_bolly,burglar,,stealing
s3580_bolly,courtesan,female,being rejected by a man and crossing societal boundaries
s3581_bolly,Labbaq,Male,Disrespectful behavior
s3582_bolly,speaker,likely male,being called a child
s3583_bolly,Rehmat Khan,Male,marrying a girl of his daughter's age
s3584_bolly,teaser,male,disrespecting women
s3585_bolly,teaser,male,disrespecting and teasing women
s3586_bolly,fighters,Male,defeated by a less experienced person
s3587_bolly,son,male,inability to protect village's honor
s3588_bolly,character who slapped a woman,likely male,physical abuse
s3589_bolly,Justice and law,,lack of proper evidence and witness
s3590_bolly,Prem,Male,Public display of affection
s3591_bolly,characters expressing love,,expressing love in public
s3592_bolly,husband,Male,taking money from his wife
s3593_bolly,friends,male,misleading and betraying trust
s3594_bolly,unidentified characters,,unspecified shameful act
s3595_bolly,gang members,Male,being incompetent
s3596_bolly,female character,Female,physical intimacy without marriage
s3597_bolly,man,male,not fulfilling marital duties
s3598_bolly,Shambhu,Male,Being called shameless specific reason not clear)
s3599_bolly,God,,not providing for basic needs
s3600_bolly,man,male,depending on wife for livelihood
s3601_bolly,man,male,living off his wife's earnings
s3602_bolly,husband,male,dependency on wife
s3603_bolly,Radha,Female,Greed and insensitivity
s3604_bolly,character in goddess form,,not maintaining the dignity of the form they have taken
s3605_bolly,woman,female,perceived weakness
s3606_bolly,man,male,threatening violence for petty issues
s3607_bolly,speaker,likely female,lack of education
s3608_bolly,character 1,Male,going to the well
s3609_bolly,woman,female,speaking openly about sexual topics
s3610_bolly,man,male,inappropriate behavior
s3611_bolly,unmarried girls,Female,being unmarried
s3612_bolly,woman,female,not being able to attract a man
s3613_bolly,character,male,inappropriate relationship
s3614_bolly,Pushpinder,Male,being the only option left for marriage
s3615_bolly,character 1,Male,greed and shamelessness
s3616_bolly,husband,Male,greed and disobedience
s3617_bolly,husband,male,disobedience and obsession with a place
s3618_bolly,son,male,dreaming and using phone at night
s3619_bolly,speaker's wife,Female,not fulfilling household duties
s3620_bolly,person being addressed,likely male,laziness and irresponsibility
s3621_bolly,Speaker,,causing trouble for others
s3622_bolly,People Progress Party,,causing trouble
s3623_bolly,son,male,being a sweet maker's son
s3624_bolly,character being packed off to jail,likely male,illegal activities leading to imprisonment
s3625_bolly,character,Male,indecent exposure
s3626_bolly,Gehna's partner,Male,Disrespecting women
s3627_bolly,father,male,association with ill-gotten wealth
s3628_bolly,Daga and Teja,Male,Incompetence in fulfilling tasks
s3629_bolly,character selling idols,likely male,exploiting religion and people for personal gain
s3630_bolly,man demanding dowry,Male,demanding dowry
s3631_bolly,Sonu,Male,inappropriate public behavior
s3632_bolly,female character,Female,wearing revealing clothes
s3633_bolly,Daga and Teja,Male,Incompetence in fulfilling tasks
s3634_bolly,character selling idols,,exploiting religion and people for personal gain
s3635_bolly,person laughing,,not admitting mistakes
s3636_bolly,woman,female,breaking gender norms
s3637_bolly,daughter,female,eloping without family consent
s3638_bolly,prospective son-in-law,Male,lack of self-sufficiency and poor financial status
s3639_bolly,son-in-law,Male,asking for money
s3640_bolly,Mona,Female,lying
s3641_bolly,Anushka,Female,Being pregnant and unmarried
s3642_bolly,Ballu,Male,lack of manners
s3643_bolly,sister's husband,Male,being insulted and intimidated
s3644_bolly,Unnamed Male Character,Male,Deception/Not being truthful
s3645_bolly,Unnamed character,Not clear,Betrayal or dishonesty
s3646_bolly,Anarkali,Female,Being accused of promiscuity
s3647_bolly,Salim,Male,breaking a promise
s3648_bolly,slave girl,Female,failing to keep a promise
s3649_bolly,Raj,Male,invading a girl's privacy
s3650_bolly,boy,male,entering a girl's room without permission
s3651_bolly,speaker,female,developing feelings for someone
s3652_bolly,Mr. America,Male,selfishness eating alone)
s3653_bolly,guests,,inappropriate behavior at a wedding
s3654_bolly,guests,,inappropriate behavior at a wedding
s3655_bolly,Rohan,Male,joking around
s3656_bolly,young man,Male,inappropriate behavior and lack of respect for privacy
s3657_bolly,young man,male,inappropriate behavior
s3658_bolly,young man,male,inappropriate behavior
s3659_bolly,father of the bride,Male,inappropriate behavior at daughter's wedding
s3660_bolly,father of the bride,Male,behaving inappropriately at daughter's wedding
s3661_bolly,Rohan,Male,not being muscular
s3662_bolly,boy,male,not conforming to traditional masculine appearance
s3663_bolly,person playing the drum,,lack of musical skills
s3664_bolly,Sameer Malhotra,Male,lying and impersonation
s3665_bolly,Sameer,Male,being a loafer drunkard womaniser and gang leader
s3666_bolly,moon,,less beautiful than the speaker
s3667_bolly,boy,male,not conforming to traditional masculine appearance
s3668_bolly,person playing the guitar,,lack of musical talent
s3669_bolly,Sunny,Male,Disrespecting religious sentiments
s3670_bolly,Sameer,Male,womanizing and leading a gang
s3671_bolly,moon,,not as beautiful as the woman
s3672_bolly,boy,male,not conforming to traditional masculine appearance
s3673_bolly,person playing the drum,,lack of musical skills
s3674_bolly,Sameer Malhotra,Male,impersonation
s3675_bolly,Sameer,Male,being a loafer drunkard womaniser and gang leader
s3676_bolly,moon,,less beautiful than the speaker
s3677_bolly,Mohan,Male,not taking sports seriously
s3678_bolly,dancer,,forced to dance
s3679_bolly,dancers,,forced to dance
s3680_bolly,dancer,,forced to dance
s3681_bolly,person being helped,likely male,causing someone to break the law
s3682_bolly,character,male,failing in academics
s3683_bolly,questioner,,not contributing to the cause
s3684_bolly,Kanji and Raja,Male,Misuse of power or resources
s3685_bolly,Kanji,Male,Employer's immoral actions
s3686_bolly,female character,Female,being with a man alone
s3687_bolly,elderly man,Male,disrespectful behavior towards elders
s3688_bolly,elderly man,Male,mistreating an elderly person
s3689_bolly,Kanji,Male,Disrespecting an elderly man
s3690_bolly,Kanji's grandfather,Male,physical assault
s3691_bolly,Kanji,Male,Ignoring a sick family member
s3692_bolly,sister's brother,Male,not being able to help his sister
s3693_bolly,death,,personification of death as shameless
s3694_bolly,female character,Female,Infidelity
s3695_bolly,Ratan,Male,Gambling and cheating in business
s3696_bolly,man,male,financial dishonesty
s3697_bolly,Ramlal,Male,not fulfilling a promise
s3698_bolly,sister-in-law,Female,not following traditional norms of modesty
s3699_bolly,man,male,infidelity and violence
s3700_bolly,beloved,Male,lack of humility and overconfidence
s3701_bolly,doctor,male,not feeling proud
s3702_bolly,son,male,causing distress to his mother
s3703_bolly,listener,,supporting the wrong person
s3704_bolly,son,male,lying and not becoming a doctor
s3705_bolly,man,male,inappropriate behavior in office
s3706_bolly,Deepak,Male,harassing girls
s3707_bolly,woman,female,physical assault
s3708_bolly,locality residents,,not helping a woman in distress
s3709_bolly,elderly person,,behaving in a youthful manner
s3710_bolly,girl,female,talking about marriage
s3711_bolly,Paul,Male,physical violence against a child
s3712_bolly,Dilawar,Male,repeated imprisonment
s3713_bolly,Dilawar,Male,not feeling remorse for his actions
s3714_bolly,Dilawar,Male,Not willing to reform
s3715_bolly,speaker,male,not respecting love
s3716_bolly,man,male,impotence and forced marriage
s3717_bolly,person being addressed,,wrongdoing without remorse
s3718_bolly,speaker,,making forward suggestions
s3719_bolly,woman,female,harassing a child
s3720_bolly,Sheila's husband,Male,Infidelity
s3721_bolly,Sheila,Female,Lying
s3722_bolly,Karan,Male,Being shameless possibly infidelity)
s3723_bolly,son,male,causing distress to family
s3724_bolly,guest,male,imposing himself
s3725_bolly,boy,male,lying and forgery
s3726_bolly,person,,expressing personal feelings
s3727_bolly,receiver of the message,,not taking responsibility
s3728_bolly,Unnamed character,Unknown,causing distress to mother
s3729_bolly,accomplice's wife,Female,sexual harassment
s3730_bolly,man,male,misbehaving with a girl
s3731_bolly,son,male,being a dacoit's son
s3732_bolly,son,male,being a dacoit's son
s3733_bolly,heart,,crossing societal limits
s3734_bolly,heart,,crossing societal limits
s3735_bolly,heart,,being shameless and spoilt
s3736_bolly,heart,,being selfish and greedy
s3737_bolly,heart,,crossing societal limits
s3738_bolly,heart,,not adhering to societal norms
s3739_bolly,heart,,being shameless
s3740_bolly,friend,Male,associating with undesirable people
s3741_bolly,Ragi's leader,Male,inability to respond or take action
s3742_bolly,man,male,breaking a vow
s3743_bolly,God,,causing suffering and pain
s3744_bolly,mother,female,insulting a saint
s3745_bolly,mother,female,insulting a respected figure
s3746_bolly,Tilak's wife,Female,Mentioning another man post marriage
s3747_bolly,Shivani,Female,invading privacy
s3748_bolly,woman,female,killing her husband for money
s3749_bolly,elderly person,,listening to a sexy song
s3750_bolly,Grandpa,Male,not preparing inter-continental dishes
s3751_bolly,grandfather,Male,being compared unfavorably to another's grandfather
s3752_bolly,speaker,male,disrespecting elders
s3753_bolly,speaker,,losing their hotel
s3754_bolly,speaker,male,not being married
s3755_bolly,speaker,likely male,making excuses
s3756_bolly,Gurpreet,Male,inability to get a visa
s3757_bolly,wife,female,being rustic and not sophisticated
s3758_bolly,daughter,female,not being British enough
s3759_bolly,character,likely male,intending to kidnap a girl
s3760_bolly,speaker,male,expressing intention to kidnap a girl
s3761_bolly,Jasmeet's advisor,,giving harmful advice
s3762_bolly,boy,Male,associating with girls
s3763_bolly,doctor,,neglecting professional duties
s3764_bolly,Ravi,Male,accepting charity
s3765_bolly,Sunny,Male,smoking and not taking serious situations seriously
s3766_bolly,Samuel,Male,Disrespectful behavior
s3767_bolly,son,male,being accused of theft
s3768_bolly,Manglu,Male,poor tenant selection
s3769_bolly,thief,,stealing
s3770_bolly,man,male,disrespecting a woman
s3771_bolly,Kuldeep,Male,claiming rights on property
s3772_bolly,Durga,Female,Not fulfilling promise and mistreating a child
s3773_bolly,Ram,Male,Kidnapping and blaming others
s3774_bolly,speaker,likely male,falling in love with the wrong person
s3775_bolly,speaker,likely male,falling in love with the wrong person
s3776_bolly,Ramu,Male,being compared to Hitler
s3777_bolly,character being photographed,likely female,invasion of privacy
s3778_bolly,police,male,not providing safety to women
s3779_bolly,Manjari,Female,sexual harassment
s3780_bolly,man,male,spending money on vacation with girlfriend
s3781_bolly,speaker,not specified,expressing love
s3782_bolly,man,male,not being able to provide for his family
s3783_bolly,Marie Karen and the unnamed girl,Female,promiscuity
s3784_bolly,Marie Karen unnamed girl,Female,promiscuity
s3785_bolly,daughter,female,being accused of wrongdoing
s3786_bolly,husband,Male,not conforming to traditional gender roles
s3787_bolly,woman,female,infidelity
